query_id,query,english_query,english_answer,passage_id,english_passage,assamese_passage,is_selected
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,why did rachel carson write an obligation to endure,"Rachel Carson writes The Obligation to Endure because believes that as man tries to eliminate unwanted insects and weeds, however he is actually causing more problems by polluting the environment.",0,"Read to write - grow a love of books (even if it's a comic book) Organizing an argument into paragraphs, words [that] worked together for a common purpose Walker: Using models - read other research papers, look at MLA samples Maintain a larger perspective of the world and in your writing - stay objective Write about what fascinates you","পঢ়িবলৈ লিখিবলৈ - কিতাপৰ প্ৰতি ভালপোৱা বৃদ্ধি কৰক (যদিও ই এখন কমিক কিতাপ) এটা যুক্তি অনুচ্ছেদত সংগঠিত কৰক, শব্দ [যি] এক সাধাৰণ উদ্দেশ্যৰ বাবে একেলগে কাম কৰিছিল ওয়াকাৰ: মডেল ব্যৱহাৰ কৰি - অন্যান্য গৱেষণা পত্ৰ পঢ়ক, বিধায়কৰ নমুনা চাওক বিশ্বৰ এক বৃহত্তৰ দৃষ্টিভংগী বজাই ৰাখক আৰু আপোনাৰ লিখনিত - আপোনাক কি আকৰ্ষিত কৰে সেই বিষয়ে বস্তুনিষ্ঠ হৈ থাকক",0
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,why did rachel carson write an obligation to endure,"Rachel Carson writes The Obligation to Endure because believes that as man tries to eliminate unwanted insects and weeds, however he is actually causing more problems by polluting the environment.",1,Carson subtly defers her writing in just the right writing technique for it to not be subject to an induction run rampant style which grabs the readers interest without biasing the whole article. Rachel slights the opposition very nicely Rachel Carson: “THE OBLIGATION TO ENDURE”. 4 by keeping it simple yet informative and persuasive and stays away from being caught in a fallacy which makes it readable and proves effective in validlating her point of view.,"কাৰ্চনে তাইৰ লিখনিক সূক্ষ্মভাৱে সঠিক লিখন কৌশলেৰে পৰামৰ্শ দিয়ে যাতে ই এক অবাধ শৈলীৰ অধীন নহয় যি সমগ্ৰ প্ৰবন্ধটোক পক্ষপাতিত্ব নকৰাকৈ পাঠকৰ আগ্ৰহ আকৰ্ষণ কৰে। ৰাচেলে বিৰোধিতাক খুব সুন্দৰভাৱে উপেক্ষা কৰে: ""দ্য অ'ব্লিগেশ্যন টু এণ্ডিউৰ""। ৪ ইয়াক সহজ কিন্তু তথ্যপূৰ্ণ আৰু প্ৰভাৱশালী কৰি ৰাখে আৰু এক ভুল ধাৰণাত ধৰা পৰাৰ পৰা আঁতৰি থাকে যি ইয়াক পঢ়াৰ যোগ্য কৰে তোলে আৰু তাইৰ দৃষ্টিভংগীক বৈধ কৰে তোলে।",0
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,why did rachel carson write an obligation to endure,"Rachel Carson writes The Obligation to Endure because believes that as man tries to eliminate unwanted insects and weeds, however he is actually causing more problems by polluting the environment.",2,"The essay starts out with the statement “The history of life on earth has been an interaction between living things and their surroundings” (Carson, pg. 57). On the other hand, it closes with “The obligation to endure gives us the right to know” (Carson, pg. 6). These are good statements that give the reader an idea of what can be expected. However, there were times when it seemed as if the author was backing up her opinion with facts that were not necessarily factual.","নিবন্ধটি ""পৃথিৱীত জীৱনৰ ইতিহাস জীৱিত বস্তু আৰু তেওঁলোকৰ চৌপাশৰ মাজত এক পাৰস্পৰিক ক্ৰিয়া"" (কাৰ্চন, পৃ. ৫৭) বিবৃতিৰে আৰম্ভ হয়। আনহাতে, ইয়াক ""সহ্য কৰাৰ বাধ্যবাধকতাই আমাক জানিবলৈ অধিকাৰ দিয়ে"" (কাৰ্চন, পৃ. ৬) বাক্যটোৰে সমাপ্ত কৰে। এইবোৰ ভাল বিবৃতি যি পাঠকক কি আশা কৰিব পাৰি তাৰ এক ধাৰণা দিয়ে। অৱশ্যে, এনে সময় আছিল যেতিয়া লেখকে তেওঁৰ মতামতক তথ্যৰে সমৰ্থন কৰিছিল যি অগত্যা তথ্যপূৰ্ণ নাছিল।",0
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,why did rachel carson write an obligation to endure,"Rachel Carson writes The Obligation to Endure because believes that as man tries to eliminate unwanted insects and weeds, however he is actually causing more problems by polluting the environment.",3,"Ashley Deemer. Eastern gateway Community College. Abstract. In the following pages the reader will find a written rhetorical analysis of Rachel Carson’s “The Obligation to Endure.” The following analysis involves the second chapter of Carson’s book, Silent Spring and was antecedently written in 1962.","এশ্লে ডীমাৰ। ইষ্টাৰ্ণ গেটৱে' কমিউনিটি কলেজ। সাৰাংশ। তলৰ পৃষ্ঠাসমূহত পাঠকে ৰেচেল কাৰ্চনৰ ""দ্য অব্লিগেশ্যন টু এণ্ডুৰ""ৰ এক লিখিত আলংকাৰিক বিশ্লেষণ পাব। তলৰ বিশ্লেষণটোত কাৰ্চনৰ গ্ৰন্থ চাইলেণ্ট স্প্ৰিংৰ দ্বিতীয় অধ্যায় জড়িত আৰু ইয়াক ১৯৬২ চনত পূৰ্বতে লিখা হৈছিল।",0
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,why did rachel carson write an obligation to endure,"Rachel Carson writes The Obligation to Endure because believes that as man tries to eliminate unwanted insects and weeds, however he is actually causing more problems by polluting the environment.",4,"The Obligation to Endure by Rachel Carson Rachel Carson's essay on The Obligation to Endure, is a very convincing argument about the harmful uses of chemicals, pesticides, herbicides, and fertilizers on the environment.","ৰেচেল কাৰ্চনৰ দ্য অ'ব্লিগেশ্যন টু এণ্ডিউৰ নামৰ প্ৰবন্ধটোত ৰেচেল কাৰ্চনে পৰিৱেশত ৰাসায়নিক, কীটনাশক, গছনাশক আৰু সাৰৰ ক্ষতিকাৰক ব্যৱহাৰৰ বিষয়ে এক অতি প্ৰভাৱশালী যুক্তি দাঙি ধৰিছে।",1
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,why did rachel carson write an obligation to endure,"Rachel Carson writes The Obligation to Endure because believes that as man tries to eliminate unwanted insects and weeds, however he is actually causing more problems by polluting the environment.",5,"Carson believes that as man tries to eliminate unwanted insects and weeds, however he is actually causing more problems by polluting the environment with, for example, DDT and harming living things. Carson adds that the intensification of agriculture is causing other major problems, like newly developed or created insects and diseases.","কাৰ্চনে বিশ্বাস কৰে যে মানুহে অবাঞ্চিত পোক-পতংগ আৰু আগাছা নিৰ্মূল কৰিবলৈ চেষ্টা কৰাৰ সময়ত তেওঁ প্ৰকৃততে পৰিৱেশ প্ৰদূষিত কৰি আন সমস্যাৰ সৃষ্টি কৰিছে, উদাহৰণস্বৰূপে, ডিডিটিৰ দ্বাৰা আৰু জীৱিত বস্তুক ক্ষতি কৰি। কাৰ্চনে লগতে কয় যে কৃষিৰ তীব্ৰতাৰ ফলত অন্যান্য গুৰুতৰ সমস্যাৰ সৃষ্টি হৈছে, যেনে নতুনকৈ বিকশিত বা সৃষ্টি কৰা পোক-পতংগ আৰু ৰোগ।",1
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,why did rachel carson write an obligation to endure,"Rachel Carson writes The Obligation to Endure because believes that as man tries to eliminate unwanted insects and weeds, however he is actually causing more problems by polluting the environment.",6,“The Obligation to Endure” from Silent Springby Rachel Carson. Copyright © 1962 by Rachel L. Carson.,"ৰেচেল এল. কাৰ্চনৰ ১৯৬২ চনৰ কপিৰাইট ""দ্য অব্লিগেশ্যন টু এণ্ডুৰ""।",0
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,why did rachel carson write an obligation to endure,"Rachel Carson writes The Obligation to Endure because believes that as man tries to eliminate unwanted insects and weeds, however he is actually causing more problems by polluting the environment.",7,"In, “Silent Spring” an excerpt from Rachel Carson’s, “The Obligation to Endure,” Carson suggests that the pesticides and insecticides we have are harmful to more than just the environment. Rachel Carson is an author who is passionate about the environment and concerned about the well being of its inhabitants.","ৰেচেল কাৰ্চনৰ ""দ্য অ'ব্লিগেশ্যন টু এণ্ডিউৰ""ৰ পৰা লোৱা ""ছাইলেণ্ট স্প্ৰিং"" নামৰ এটা অংশত কাৰ্চনে কয় যে আমাৰ ওচৰত থকা কীটনাশক আৰু কীটনাশকবোৰ কেৱল পৰিৱেশৰ বাবেই নহয়, বহুত বেছি ক্ষতিকাৰক। ৰেচেল কাৰ্চন এগৰাকী লেখিকা যি পৰিৱেশৰ প্ৰতি আগ্ৰহী আৰু ইয়াৰ বাসিন্দাসকলৰ মঙ্গলৰ বিষয়ে চিন্তিত।",0
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,why did rachel carson write an obligation to endure,"Rachel Carson writes The Obligation to Endure because believes that as man tries to eliminate unwanted insects and weeds, however he is actually causing more problems by polluting the environment.",8,"1 Limitation of science - As the world changes over time, the understanging of science ... However Aristotle stated that there is not only one future which is determined by a cause. 2  A man travels in the Yukon on an extremely cold morning with a husky ... the reader only ocasionally gets insight into the inner workings of the mans mind.",১ বিজ্ঞানৰ সীমাবদ্ধতা - সময়ৰ সৈতে পৃথিৱী সলনি হোৱাৰ লগে লগে বিজ্ঞানৰ অবজ্ঞা... অৱশ্যই এৰিষ্টটলে কৈছিল যে একমাত্ৰ এক ভৱিষ্যত নাই যি একটা কাৰণৰ দ্বাৰা নিৰ্ধাৰিত হয়। ২ এজন মানুহ এক অত্যন্ত ঠাণ্ডা পুৱাৰে ইউকনত ভ্ৰমণ কৰে এক খসখসীয়া... পাঠকে কেতিয়াবা মানুহৰ মনৰ ভিতৰৰ কাম-কাজৰ অন্তৰ্দৃষ্টি পায়।,0
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,why did rachel carson write an obligation to endure,"Rachel Carson writes The Obligation to Endure because believes that as man tries to eliminate unwanted insects and weeds, however he is actually causing more problems by polluting the environment.",9,"Rachel Carson was born on May 27, 1907, on a family farm near Springdale, Pennsylvania, just up the Allegheny River from Pittsburgh. She was the daughter of Maria Frazier (McLean) and Robert Warden Carson, an insurance salesman. She spent a lot of time exploring around her family's 65-acre (26 ha) farm.","ৰেচেল কাৰ্চনৰ জন্ম হৈছিল ১৯০৭ চনৰ ২৭ মে'ত পেনছিলভেনিয়াৰ স্প্ৰিংডেলৰ ওচৰৰ এখন পাৰিবাৰিক খেতিত, পিটছবাৰ্গৰ পৰা এলেগেনি নদীৰ ওপৰেৰে যোৱা ঠাইত। তেওঁ মাৰিয়া ফ্ৰেজিয়াৰ (মেকলিন) আৰু ৰবাৰ্ট ৱাৰ্ডেন কাৰ্চন নামৰ এজন বীমা বিক্ৰেতাৰ কন্যা আছিল। তেওঁ তেওঁৰ পৰিয়ালৰ ৬৫ একৰ (২৬ হেক্টৰ) খেতি অঞ্চলত বহুত সময় কটাইছিল।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,chart for foods low in potassium.,No Answer Present.,0,"Low Sodium Low Potassium Foods List. On this page we offer a searchable collection of nutritional data on thousands of foods for healthy diet. Healthy eating is not only beneficial to weight loss, but will obviously improve your health.","কম ছ'ডিয়াম কম পটাছিয়াম খাদ্য তালিকা। এই পৃষ্ঠাত আমি স্বাস্থ্যকৰ আহাৰৰ বাবে হাজাৰ হাজাৰ খাদ্যৰ পুষ্টিগত তথ্যৰ এক সন্ধানযোগ্য সংগ্ৰহ আগবঢ়াইছোঁ। স্বাস্থ্যকৰ খাদ্য গ্ৰহণ কেৱল ওজন হ্ৰাসৰ বাবেই উপকাৰী নহয়, স্পষ্টতই আপোনাৰ স্বাস্থ্যও উন্নত কৰিব।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,chart for foods low in potassium.,No Answer Present.,1,"Alleviation of High Blood Pressure (Hypertension) - Studies show that a diet high in potassium, especially potassium from fruits and vegetables, lowers blood pressure. This is especially true if the increase in potassium foods is not accompanied by an increase in high sodium foods.","উচ্চ ৰক্তচাপ (হাইপাৰটেনচন)ৰ উপশম - অধ্যয়নসমূহে দেখুৱাইছে যে পটাছিয়াম বেছি থকা আহাৰ, বিশেষকৈ ফল আৰু শাক-পাচলিৰ পৰা পটাছিয়াম থকা খাদ্যই ৰক্তচাপ কমায়। এইটো বিশেষভাৱে সত্য যদি পটাছিয়াম যুক্ত খাদ্যৰ বৃদ্ধিৰ সৈতে উচ্চ ছ'ডিয়াম যুক্ত খাদ্যৰ বৃদ্ধি নহয়।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,chart for foods low in potassium.,No Answer Present.,2,"High potassium foods include beans, dark leafy greens, potatoes, squash, yogurt, fish, avocados, mushrooms, and bananas. The current daily value for potassium is 3,500 milligrams (mg).","পটেছিয়াম যুক্ত খাদ্যসমূহৰ ভিতৰত আছে মটৰমাহ, ডাৰ্ক লীফী শাক-পাত, আলু, স্কোৱাশ্ব, দই, মাছ, এভোকাডো, কাঠফুলা আৰু কল। পটেছিয়ামৰ বৰ্তমানৰ দৈনিক মূল্য ৩,৫০০ মিলিগ্ৰাম (মিলিগ্ৰাম)।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,chart for foods low in potassium.,No Answer Present.,3,"That is because the kidneys regulate potassium. If they aren’t working correctly, the potassium may not be flushed out of the body properly. To minimize potassium buildup, a person with chronic kidney disease should stick to a low-potassium diet of between 1,500 and 2,000 milligrams (mg) per day. Limiting phosphorus, sodium, and fluids may also be important for people with kidney dysfunction.","ইয়াৰ কাৰণ হৈছে বৃক্কই পটাছিয়াম নিয়ন্ত্ৰণ কৰে। যদি সেইবোৰ সঠিকভাৱে কাম নকৰে, তেন্তে পটাছিয়াম শৰীৰৰ পৰা সঠিকভাৱে বাহিৰ হৈ নাযাব পাৰে। পটাছিয়াম বৃদ্ধি কমাবলৈ দীৰ্ঘস্থায়ী বৃক্কৰ ৰোগ থকা ব্যক্তিয়ে দিনে ১,৫০০ ৰ পৰা ২,০০০ মিলিগ্ৰাম (মিলিগ্ৰাম) পৰ্যন্ত কম পটাছিয়াম থকা আহাৰ গ্ৰহণ কৰিব লাগে। ফছফৰাছ, ছ'ডিয়াম আৰু তৰল পদাৰ্থৰ পৰিমাণ সীমিত কৰাটোও বৃক্কৰ ৰোগ থকা লোকৰ বাবে গুৰুত্বপূৰ্ণ হ'ব পাৰে।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,chart for foods low in potassium.,No Answer Present.,4,"Watch portions on all foods. Be careful with coffee. The National Kidney Foundation recommends that people who should limit their potassium should limit their coffee in take to 1 cup per day. There are still plenty of nutritious, delicious, low-potassium options for people with kidney disease, Armul says.","সকলো খাদ্যৰ অংশবিশেষ চাওক। কফিৰ ক্ষেত্ৰত সাৱধান হওক। নেশ্যনেল কিডনী ফাউণ্ডেশ্যনে পৰামৰ্শ দিয়ে যে যিসকল লোকে তেওঁলোকৰ পটাছিয়াম সীমিত কৰিব লাগে তেওঁলোকে দিনে ১ কাপ কফি খাব লাগে। বৃক্কৰ ৰোগ থকা লোকসকলৰ বাবে এতিয়াও পুষ্টিকৰ, সুস্বাদু, কম পটাছিয়াম থকা বিকল্প প্ৰচুৰ আছে বুলি আৰ্মুলে কয়।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,chart for foods low in potassium.,No Answer Present.,5,"Food Sources of Potassium. Food Sources of Potassium ranked by milligrams of potassium per standard amount, also showing calories in the standard amount. (The AI for adults is 4,700 mg/day potassium.) Food, Standard Amount Potassium (mg) Calories. Sweetpotato, baked, 1 potato (146 g) 694 131. Tomato paste, 1/4 cup 664 54.","পটাশিয়ামৰ খাদ্য উৎস। পটাশিয়ামৰ খাদ্য উৎস প্ৰতি মানক পৰিমাণত মিলিগ্ৰাম অনুসৰি স্থান দিয়া হৈছে, য'ত মানক পৰিমাণত কেলৰি দেখুওৱা হৈছে। (প্ৰাপ্তবয়স্কৰ বাবে এআই হৈছে ৪,৭০০ মিলিগ্ৰাম/দিন পটাশিয়াম।) খাদ্য, মানক পৰিমাণ পটাশিয়াম (মিলিগ্ৰাম) কেলৰি। মিঠা আলু, বেক কৰা, ১ আলু (১৪৬ গ্ৰাম) ৬৯৪ ১৩১। টমেটো পেষ্ট, ১/৪ কাপ ৬৬৪ ৫৪।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,chart for foods low in potassium.,No Answer Present.,6,"It is important for disease prevention such as: diabetes, heart disease, high cholesterol, anemia, high blood pressure, and cancer. All the nutritional data of foods is based on the U.S. Department of Agriculture database for standard reference SR22.","ডায়েবেটিছ, হৃদৰোগ, উচ্চ কলেষ্টেৰল, ৰক্তাল্পতা, উচ্চ ৰক্তচাপ আৰু কৰ্কট ৰোগৰ দৰে ৰোগ প্ৰতিৰোধৰ বাবে ই গুৰুত্বপূৰ্ণ। খাদ্যৰ সকলো পুষ্টিগত তথ্য মানক তথ্য এছআৰ২২ৰ বাবে ইউ.এছ. কৃষি বিভাগৰ ডাটাবেছৰ ওপৰত আধাৰিত।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,chart for foods low in potassium.,No Answer Present.,7,"Below is a list of high potassium foods ranked by common serving sizes, for more see the lists of high potassium foods by nutrient density, potassium rich foods, fruits high in potassium, and vegetables high in potassium.","তলত সাধাৰণভাৱে পৰিবেশন কৰা আকাৰ অনুসৰি পটাছিয়াম যুক্ত খাদ্যৰ এখন তালিকা দিয়া হৈছে, বেছি তথ্যৰ বাবে পুষ্টিৰ ঘনত্ব, পটাছিয়াম সমৃদ্ধ খাদ্য, পটাছিয়াম যুক্ত ফল আৰু পটাছিয়াম যুক্ত শাক-পাচলিৰ তালিকা চাওক।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,chart for foods low in potassium.,No Answer Present.,8,"LOW POTASSIUM DIET. INTRODUCTION. Potassium is a mineral that the body needs for normal cell and muscle function. When blood. levels of potassium are too high, heart contractions can be affected. Dietary intake is the main. source of potassium for the body. This diet limits potassium intake to less than 60 mmol per. day. AIMS.","প'টেছিয়াম ডাইট. পৰিচয়. প'টেছিয়াম হৈছে এক খনিজ যি শৰীৰক স্বাভাৱিক কোষ আৰু পেশীৰ কাৰ্যকলাপৰ বাবে প্ৰয়োজন৷ যেতিয়া ৰক্তত প'টেছিয়ামৰ মাত্ৰা বেছি হয়, হৃদয়ৰ সংকোচন প্ৰভাৱিত হ'ব পাৰে। খাদ্য গ্ৰহণ হৈছে শৰীৰৰ বাবে প'টেছিয়ামৰ মুখ্য উৎস। এই খাদ্যই প'টেছিয়াম গ্ৰহণক দিনে ৬০ মিমি অল তকৈ কমলৈ সীমিত কৰে।",0
