query_id,query,passage_id,passage,is_selected
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,0,"পঢ়িবলৈ লিখিবলৈ - কিতাপৰ প্ৰতি ভালপোৱা বৃদ্ধি কৰক (যদিও ই এখন কমিক কিতাপ) এটা যুক্তি অনুচ্ছেদত সংগঠিত কৰক, শব্দ [যি] এক সাধাৰণ উদ্দেশ্যৰ বাবে একেলগে কাম কৰিছিল ওয়াকাৰ: মডেল ব্যৱহাৰ কৰি - অন্যান্য গৱেষণা পত্ৰ পঢ়ক, বিধায়কৰ নমুনা চাওক বিশ্বৰ এক বৃহত্তৰ দৃষ্টিভংগী বজাই ৰাখক আৰু আপোনাৰ লিখনিত - আপোনাক কি আকৰ্ষিত কৰে সেই বিষয়ে বস্তুনিষ্ঠ হৈ থাকক",0
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,1,"কাৰ্চনে তাইৰ লিখনিক সূক্ষ্মভাৱে সঠিক লিখন কৌশলেৰে পৰামৰ্শ দিয়ে যাতে ই এক অবাধ শৈলীৰ অধীন নহয় যি সমগ্ৰ প্ৰবন্ধটোক পক্ষপাতিত্ব নকৰাকৈ পাঠকৰ আগ্ৰহ আকৰ্ষণ কৰে। ৰাচেলে বিৰোধিতাক খুব সুন্দৰভাৱে উপেক্ষা কৰে: ""দ্য অ'ব্লিগেশ্যন টু এণ্ডিউৰ""। ৪ ইয়াক সহজ কিন্তু তথ্যপূৰ্ণ আৰু প্ৰভাৱশালী কৰি ৰাখে আৰু এক ভুল ধাৰণাত ধৰা পৰাৰ পৰা আঁতৰি থাকে যি ইয়াক পঢ়াৰ যোগ্য কৰে তোলে আৰু তাইৰ দৃষ্টিভংগীক বৈধ কৰে তোলে।",0
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,2,"নিবন্ধটি ""পৃথিৱীত জীৱনৰ ইতিহাস জীৱিত বস্তু আৰু তেওঁলোকৰ চৌপাশৰ মাজত এক পাৰস্পৰিক ক্ৰিয়া"" (কাৰ্চন, পৃ. ৫৭) বিবৃতিৰে আৰম্ভ হয়। আনহাতে, ইয়াক ""সহ্য কৰাৰ বাধ্যবাধকতাই আমাক জানিবলৈ অধিকাৰ দিয়ে"" (কাৰ্চন, পৃ. ৬) বাক্যটোৰে সমাপ্ত কৰে। এইবোৰ ভাল বিবৃতি যি পাঠকক কি আশা কৰিব পাৰি তাৰ এক ধাৰণা দিয়ে। অৱশ্যে, এনে সময় আছিল যেতিয়া লেখকে তেওঁৰ মতামতক তথ্যৰে সমৰ্থন কৰিছিল যি অগত্যা তথ্যপূৰ্ণ নাছিল।",0
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,3,"এশ্লে ডীমাৰ। ইষ্টাৰ্ণ গেটৱে' কমিউনিটি কলেজ। সাৰাংশ। তলৰ পৃষ্ঠাসমূহত পাঠকে ৰেচেল কাৰ্চনৰ ""দ্য অব্লিগেশ্যন টু এণ্ডুৰ""ৰ এক লিখিত আলংকাৰিক বিশ্লেষণ পাব। তলৰ বিশ্লেষণটোত কাৰ্চনৰ গ্ৰন্থ চাইলেণ্ট স্প্ৰিংৰ দ্বিতীয় অধ্যায় জড়িত আৰু ইয়াক ১৯৬২ চনত পূৰ্বতে লিখা হৈছিল।",0
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,4,"ৰেচেল কাৰ্চনৰ দ্য অ'ব্লিগেশ্যন টু এণ্ডিউৰ নামৰ প্ৰবন্ধটোত ৰেচেল কাৰ্চনে পৰিৱেশত ৰাসায়নিক, কীটনাশক, গছনাশক আৰু সাৰৰ ক্ষতিকাৰক ব্যৱহাৰৰ বিষয়ে এক অতি প্ৰভাৱশালী যুক্তি দাঙি ধৰিছে।",1
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,5,"কাৰ্চনে বিশ্বাস কৰে যে মানুহে অবাঞ্চিত পোক-পতংগ আৰু আগাছা নিৰ্মূল কৰিবলৈ চেষ্টা কৰাৰ সময়ত তেওঁ প্ৰকৃততে পৰিৱেশ প্ৰদূষিত কৰি আন সমস্যাৰ সৃষ্টি কৰিছে, উদাহৰণস্বৰূপে, ডিডিটিৰ দ্বাৰা আৰু জীৱিত বস্তুক ক্ষতি কৰি। কাৰ্চনে লগতে কয় যে কৃষিৰ তীব্ৰতাৰ ফলত অন্যান্য গুৰুতৰ সমস্যাৰ সৃষ্টি হৈছে, যেনে নতুনকৈ বিকশিত বা সৃষ্টি কৰা পোক-পতংগ আৰু ৰোগ।",1
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,6,"ৰেচেল এল. কাৰ্চনৰ ১৯৬২ চনৰ কপিৰাইট ""দ্য অব্লিগেশ্যন টু এণ্ডুৰ""।",0
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,7,"ৰেচেল কাৰ্চনৰ ""দ্য অ'ব্লিগেশ্যন টু এণ্ডিউৰ""ৰ পৰা লোৱা ""ছাইলেণ্ট স্প্ৰিং"" নামৰ এটা অংশত কাৰ্চনে কয় যে আমাৰ ওচৰত থকা কীটনাশক আৰু কীটনাশকবোৰ কেৱল পৰিৱেশৰ বাবেই নহয়, বহুত বেছি ক্ষতিকাৰক। ৰেচেল কাৰ্চন এগৰাকী লেখিকা যি পৰিৱেশৰ প্ৰতি আগ্ৰহী আৰু ইয়াৰ বাসিন্দাসকলৰ মঙ্গলৰ বিষয়ে চিন্তিত।",0
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,8,১ বিজ্ঞানৰ সীমাবদ্ধতা - সময়ৰ সৈতে পৃথিৱী সলনি হোৱাৰ লগে লগে বিজ্ঞানৰ অবজ্ঞা... অৱশ্যই এৰিষ্টটলে কৈছিল যে একমাত্ৰ এক ভৱিষ্যত নাই যি একটা কাৰণৰ দ্বাৰা নিৰ্ধাৰিত হয়। ২ এজন মানুহ এক অত্যন্ত ঠাণ্ডা পুৱাৰে ইউকনত ভ্ৰমণ কৰে এক খসখসীয়া... পাঠকে কেতিয়াবা মানুহৰ মনৰ ভিতৰৰ কাম-কাজৰ অন্তৰ্দৃষ্টি পায়।,0
1102431,ৰেচেল কাৰ্চনে কিয় এক বাধ্যবাধকতা সহ্য কৰিবলৈ লিখিছিল,9,"ৰেচেল কাৰ্চনৰ জন্ম হৈছিল ১৯০৭ চনৰ ২৭ মে'ত পেনছিলভেনিয়াৰ স্প্ৰিংডেলৰ ওচৰৰ এখন পাৰিবাৰিক খেতিত, পিটছবাৰ্গৰ পৰা এলেগেনি নদীৰ ওপৰেৰে যোৱা ঠাইত। তেওঁ মাৰিয়া ফ্ৰেজিয়াৰ (মেকলিন) আৰু ৰবাৰ্ট ৱাৰ্ডেন কাৰ্চন নামৰ এজন বীমা বিক্ৰেতাৰ কন্যা আছিল। তেওঁ তেওঁৰ পৰিয়ালৰ ৬৫ একৰ (২৬ হেক্টৰ) খেতি অঞ্চলত বহুত সময় কটাইছিল।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,0,"কম ছ'ডিয়াম কম পটাছিয়াম খাদ্য তালিকা। এই পৃষ্ঠাত আমি স্বাস্থ্যকৰ আহাৰৰ বাবে হাজাৰ হাজাৰ খাদ্যৰ পুষ্টিগত তথ্যৰ এক সন্ধানযোগ্য সংগ্ৰহ আগবঢ়াইছোঁ। স্বাস্থ্যকৰ খাদ্য গ্ৰহণ কেৱল ওজন হ্ৰাসৰ বাবেই উপকাৰী নহয়, স্পষ্টতই আপোনাৰ স্বাস্থ্যও উন্নত কৰিব।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,1,"উচ্চ ৰক্তচাপ (হাইপাৰটেনচন)ৰ উপশম - অধ্যয়নসমূহে দেখুৱাইছে যে পটাছিয়াম বেছি থকা আহাৰ, বিশেষকৈ ফল আৰু শাক-পাচলিৰ পৰা পটাছিয়াম থকা খাদ্যই ৰক্তচাপ কমায়। এইটো বিশেষভাৱে সত্য যদি পটাছিয়াম যুক্ত খাদ্যৰ বৃদ্ধিৰ সৈতে উচ্চ ছ'ডিয়াম যুক্ত খাদ্যৰ বৃদ্ধি নহয়।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,2,"পটেছিয়াম যুক্ত খাদ্যসমূহৰ ভিতৰত আছে মটৰমাহ, ডাৰ্ক লীফী শাক-পাত, আলু, স্কোৱাশ্ব, দই, মাছ, এভোকাডো, কাঠফুলা আৰু কল। পটেছিয়ামৰ বৰ্তমানৰ দৈনিক মূল্য ৩,৫০০ মিলিগ্ৰাম (মিলিগ্ৰাম)।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,3,"ইয়াৰ কাৰণ হৈছে বৃক্কই পটাছিয়াম নিয়ন্ত্ৰণ কৰে। যদি সেইবোৰ সঠিকভাৱে কাম নকৰে, তেন্তে পটাছিয়াম শৰীৰৰ পৰা সঠিকভাৱে বাহিৰ হৈ নাযাব পাৰে। পটাছিয়াম বৃদ্ধি কমাবলৈ দীৰ্ঘস্থায়ী বৃক্কৰ ৰোগ থকা ব্যক্তিয়ে দিনে ১,৫০০ ৰ পৰা ২,০০০ মিলিগ্ৰাম (মিলিগ্ৰাম) পৰ্যন্ত কম পটাছিয়াম থকা আহাৰ গ্ৰহণ কৰিব লাগে। ফছফৰাছ, ছ'ডিয়াম আৰু তৰল পদাৰ্থৰ পৰিমাণ সীমিত কৰাটোও বৃক্কৰ ৰোগ থকা লোকৰ বাবে গুৰুত্বপূৰ্ণ হ'ব পাৰে।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,4,"সকলো খাদ্যৰ অংশবিশেষ চাওক। কফিৰ ক্ষেত্ৰত সাৱধান হওক। নেশ্যনেল কিডনী ফাউণ্ডেশ্যনে পৰামৰ্শ দিয়ে যে যিসকল লোকে তেওঁলোকৰ পটাছিয়াম সীমিত কৰিব লাগে তেওঁলোকে দিনে ১ কাপ কফি খাব লাগে। বৃক্কৰ ৰোগ থকা লোকসকলৰ বাবে এতিয়াও পুষ্টিকৰ, সুস্বাদু, কম পটাছিয়াম থকা বিকল্প প্ৰচুৰ আছে বুলি আৰ্মুলে কয়।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,5,"পটাশিয়ামৰ খাদ্য উৎস। পটাশিয়ামৰ খাদ্য উৎস প্ৰতি মানক পৰিমাণত মিলিগ্ৰাম অনুসৰি স্থান দিয়া হৈছে, য'ত মানক পৰিমাণত কেলৰি দেখুওৱা হৈছে। (প্ৰাপ্তবয়স্কৰ বাবে এআই হৈছে ৪,৭০০ মিলিগ্ৰাম/দিন পটাশিয়াম।) খাদ্য, মানক পৰিমাণ পটাশিয়াম (মিলিগ্ৰাম) কেলৰি। মিঠা আলু, বেক কৰা, ১ আলু (১৪৬ গ্ৰাম) ৬৯৪ ১৩১। টমেটো পেষ্ট, ১/৪ কাপ ৬৬৪ ৫৪।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,6,"ডায়েবেটিছ, হৃদৰোগ, উচ্চ কলেষ্টেৰল, ৰক্তাল্পতা, উচ্চ ৰক্তচাপ আৰু কৰ্কট ৰোগৰ দৰে ৰোগ প্ৰতিৰোধৰ বাবে ই গুৰুত্বপূৰ্ণ। খাদ্যৰ সকলো পুষ্টিগত তথ্য মানক তথ্য এছআৰ২২ৰ বাবে ইউ.এছ. কৃষি বিভাগৰ ডাটাবেছৰ ওপৰত আধাৰিত।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,7,"তলত সাধাৰণভাৱে পৰিবেশন কৰা আকাৰ অনুসৰি পটাছিয়াম যুক্ত খাদ্যৰ এখন তালিকা দিয়া হৈছে, বেছি তথ্যৰ বাবে পুষ্টিৰ ঘনত্ব, পটাছিয়াম সমৃদ্ধ খাদ্য, পটাছিয়াম যুক্ত ফল আৰু পটাছিয়াম যুক্ত শাক-পাচলিৰ তালিকা চাওক।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,8,"প'টেছিয়াম ডাইট. পৰিচয়. প'টেছিয়াম হৈছে এক খনিজ যি শৰীৰক স্বাভাৱিক কোষ আৰু পেশীৰ কাৰ্যকলাপৰ বাবে প্ৰয়োজন৷ যেতিয়া ৰক্তত প'টেছিয়ামৰ মাত্ৰা বেছি হয়, হৃদয়ৰ সংকোচন প্ৰভাৱিত হ'ব পাৰে। খাদ্য গ্ৰহণ হৈছে শৰীৰৰ বাবে প'টেছিয়ামৰ মুখ্য উৎস। এই খাদ্যই প'টেছিয়াম গ্ৰহণক দিনে ৬০ মিমি অল তকৈ কমলৈ সীমিত কৰে।",0
90836,পটাছিয়াম কম থকা খাদ্যৰ তালিকা।,9,হাই-ফাইবাৰৰ অৰ্থ হৈছে প্ৰতি পৰিমাণত ৫ গ্ৰাম বা তাতকৈ অধিক ফাইবাৰ। এবিধ খাদ্যত কম চেনি (প্ৰাকৃতিক বা যোগ কৰা) প্ৰতি ১০০ গ্ৰাম বা প্ৰতি ১০০ মিলিলিটাৰত ২.৫ গ্ৰাম চেনি থাকিব লাগে। চেনি-মুক্ত মানে হৈছে প্ৰতি ১০০ গ্ৰাম বা প্ৰতি ১০০ মিলিলিটাৰত ০.৫ গ্ৰামতকৈ কম চেনি।,0
55665,কাৰ্গো জাহাজ এখনৰ তল প্ৰথম ভাগ,0,"শ্বিপড মাধ্যমে নিয়মিতভাবে উপস্থিত হোৱা বিশাল সুযোগসমূহৰ সুবিধা লওক। ফ্লেট বটম টেংকাৰৰ উপৰিও আপুনি নদীৰ বাৰ্জ, ফেৰী, টেংকাৰ, ৰাসায়নিক তেলৰ টেংকাৰ বা শুকান কাৰ্গো জাহাজৰ দৰে যিকোনো বস্তু পাব। আমাৰ স্টকত নতুন ফ্লেট বটম টেংকাৰ প্ৰৱেশ কৰাৰ সময়ত প্ৰথমে জানক। আমাৰ মেইলিং তালিকাত নিজকে চাবস্ক্ৰাইব কৰক যাতে আমাৰ নতুন আগমনৰ বিষয়ে আপুনি অৱগত হয়। শ্বিপড ১৯৮৪ চনৰ পৰা আন্তঃৰাষ্ট্ৰীয় জাহাজ ব্যৱসায়ী হিচাপে সক্ৰিয় হৈ আছে, নদী আৰু সাগৰীয় জাহাজ আৰু ইয়টৰ দৰে অন্যান্য সামুদ্ৰিক প্ৰকল্প উভয়ই আগবঢ়াই আহিছে।",0
55665,কাৰ্গো জাহাজ এখনৰ তল প্ৰথম ভাগ,1,বিলগে- জাহাজৰ তল আৰু কাষৰ মাজৰ বাঁকা অংশ; যিটো খালী জাহাজখনৰ পানী পৰিষ্কাৰ কৰা ঠাই। বিলগে ব্লক - নিৰ্মাণ বা ড্ৰাইডকিং কৰাৰ সময়ত সহায়তাৰ বাবে ব্যৱহাৰ কৰা সমৰ্থনকাৰী ব্লক। বিলগে ব্লক যি এটা ড্ৰাইডকত এখন জাহাজক সমৰ্থন কৰে।,0
55665,কাৰ্গো জাহাজ এখনৰ তল প্ৰথম ভাগ,2,স্মিথছ’নিয়ান ডাইভাৰসকলে জীৱবিজ্ঞানীৰ আক্ৰমণৰ বাবে এখন বিশাল কাৰ্গো জাহাজৰ পাত্ৰটো অন্বেষণ কৰে যিয়ে জাহাজখনৰ পাত্ৰত উঠি থকা জীৱবিজ্ঞানীৰ আক্ৰমণ কৰে। বায়’ফিল্ম হৈছে অণুজীৱ যিয়ে জাহাজখনৰ পাত্ৰৰ ওপৰত স্তৰত জমা হয়।,0
55665,কাৰ্গো জাহাজ এখনৰ তল প্ৰথম ভাগ,3,স্মিথছ’নিয়ান ডাইভাৰসকলে জীৱ-জন্তুৰ জৈৱিক আক্ৰমণৰ বাবে এখন বিশাল কাৰ্গো জাহাজৰ পাত্ৰটো অন্বেষণ কৰে যিয়ে জাহাজখনৰ পাত্ৰত উঠি থাকে (ল’ৰী পেনলেণ্ডৰ ফটোগ্ৰাফ) বায়’ফিল্ম হৈছে সেই অণুজীৱ যিয়ে জাহাজখনৰ পাত্ৰৰ ওপৰত স্তৰত জমা হয়।,0
55665,কাৰ্গো জাহাজ এখনৰ তল প্ৰথম ভাগ,4,স্মিথছ’নিয়ান ফটোগ্ৰাফাৰ ল’ৰি পেনলেণ্ডে নাওখনৰ খোলাটোৰ পৰা আক্ৰমণাত্মক প্ৰজাতিবোৰ আঁতৰোৱাৰ ক্লান্তিকৰ কিন্তু পুৰস্কৃত কামৰ বিৱৰণ দিছে। ডাইভাৰসকলে সাঁতোৰৰ সময়ত জলত উঠা বুদবুদবোৰ জাহাজখনৰ পেটত জমা হয়। মই আকৌ মোৰ চিনাকি পৃথিৱীখন এৰি তলৰ অতল গভীৰতালৈ নামি আহিছোঁ।,0
55665,কাৰ্গো জাহাজ এখনৰ তল প্ৰথম ভাগ,5,জাহাজখনৰ ধনুকত থকা পানীৰ পৃষ্ঠৰ পৰা নামি অহাৰ লগে লগে মোৰ সন্মুখত এটা ডাঙৰ খহটা গাঁত মুকলি হৈ পৰে আৰু ইয়াৰ বিশাল প্ৰপেলাৰবোৰ দেখা পোৱা যায়। সুৰংগটোৰ ভিতৰত থকা ধনুকৰ থ্ৰাষ্টাৰবোৰ ভালদৰে দেখা পাবলৈ মই গ্ৰেটৰ ওচৰলৈ সাঁতুৰি যাওঁ।,0
55665,কাৰ্গো জাহাজ এখনৰ তল প্ৰথম ভাগ,6,প্ৰৱেশ গাঁত---- জাহাজৰ গঠনত কাটি উলিওৱা গাঁত যাতে বিভিন্ন কক্ষত প্ৰৱেশ বা প্ৰস্থান কৰিব পাৰি। থাকিবলৈ মই বা এটা ঘাটৰ পৰা ওপৰলৈ উঠা মানুহক থাকিবলৈ এটা জাহাজৰ কাষত থকা সিঁড়িৰ এটা বহনযোগ্য সেট।,0
55665,কাৰ্গো জাহাজ এখনৰ তল প্ৰথম ভাগ,7,"শ্বিপডৰ জৰিয়তে নিয়মীয়াকৈ দেখা দিয়া ভাল সুযোগসমূহৰ সুবিধা লওক। ফ্লেট বটম টেংকাৰৰ উপৰিও আপুনি নদীৰ বাৰ্জ, ফেৰী, টেংকাৰ, ৰাসায়নিক তেলৰ টেংকাৰ বা শুকান কাৰ্গো জাহাজৰ দৰে যিকোনো বস্তু বিচাৰি পাব। আমাৰ মজুতত নতুন ফ্লেট বটম টেংকাৰ প্ৰৱেশ কৰাৰ সময়ত প্ৰথমে জানক।",0
55665,কাৰ্গো জাহাজ এখনৰ তল প্ৰথম ভাগ,8,"যেতিয়া মই এখন বিশাল কাৰ্গো জাহাজৰ পেটৰ তলত ডুব যাওঁ, মই মোৰ হাতখন জাহাজখনৰ কাষত লৈ গলি যাওঁ। এই ৰং কৰা ধাতুখন মসৃণ ছালৰ দৰে লাগে, কিন্তু ইয়াক মৃদু বাদামী ৰঙৰ জৈৱপটিৰ এটা পাতল আৱৰণেৰে আবৃত কৰি ৰাখে, যি সাধাৰণতে জাহাজৰ তলত পোৱা যায়।",0
55665,কাৰ্গো জাহাজ এখনৰ তল প্ৰথম ভাগ,9,মধ্যবিন্দু অংশত বা জাহাজটোৰ মধ্যবিন্দু অংশৰ ওচৰত নোঙৰ: এটা ভাৰী হুক-আকৃতিৰ যন্ত্ৰ যাৰ সহায়ত জাহাজখন পানীত স্থিৰ হৈ থাকে। নোঙৰটো সাগৰৰ তলত ধৰি ৰাখে আৰু এডাল শৃংখলেৰে জাহাজখনত বান্ধি ৰাখে। কোণ ক্লিপ: এডাল চুটি কোণ বাৰ। কোণ কলাৰ: কোণ বাৰেৰে তৈয়াৰ কৰা এটা আংটি। এনিয়েল: ধাতুক গৰম কৰি আৰু ধীৰে ধীৰে ঠাণ্ডা কৰি নৰম কৰা।,0
205107,সততা বা সততার সংজ্ঞা,0,"সততা হৈছে আচৰণৰ বিষয়ে; সততা হৈছে তথ্যসমূহৰ প্ৰতি আনুগত্যৰ বিষয়ে। যিজন ব্যক্তিয়ে প্ৰতি সপ্তাহত তেওঁৰ টাইমশ্বীট নিঃসন্দেহে জমা দিয়ে, কিছু সময় কেনেকৈ ল’ব লাগে সেই বিষয়ে নিশ্চিত নহ’লে স্পষ্টীকৰণ বিচাৰি, তেওঁ সততাৰে কাম কৰি আছে। তেওঁ সম্ভৱতঃ সততাৰেও কাম কৰি আছে, তেওঁ প্ৰতিবেদন কৰা সংখ্যাবোৰ সঠিক তাৰ নিশ্চিতি দি আছে।",0
205107,সততা বা সততার সংজ্ঞা,1,"১ তেওঁৰ সততাক প্ৰশংসা কৰা উচিত। ২ আৰু কাহিনীটোৰ নৈতিকতা হৈছে যে সততা সদায় সৰ্বোত্তম নীতি। ৩ মোৰ তেওঁৰ সততাক সন্দেহ কৰাৰ কোনো কাৰণ নাই, ইয়াৰ কাৰণ হৈছে মই বুজি নাপাও যে ইয়াক কেনেকৈ ঘটিল।",0
205107,সততা বা সততার সংজ্ঞা,2,"সততা. এন, প্ল-টাইজ। ১. সৎ হোৱাৰ অৱস্থা। ২. আন্তৰিকতা বা নিৰপেক্ষতা। ৩. গুণ বা সন্মান।",1
