query_id,query,passage_id,passage,is_selected
168868,does medical marijuana help with ptsd,7,but in many jurisdictions ptsd and marijuana remains a political sticking point in colorado which has some of the most liberal cannabis laws in the world ptsd still doesn t count as a qualifying condition for obtaining medical marijuana,0
168868,does medical marijuana help with ptsd,8,one of the first large scale studies into the effectiveness of marijuana in combating ptsd will be sisley s own funded by a $ 2 million grant from colorado s medical marijuana scientific advisory council,0
168868,does medical marijuana help with ptsd,9,by senior editor johnna rizzo marijuana and the veterans affairs hospital system s relationship is complicated on the one hand 23 states plus the district of columbia say marijuana is legal for sanctioned medical use and veterans are clamoring for it for their post combat symptoms on the other marijuana is classified a schedule i drug the same as heroin under the aegis of the government the va system and by extension the veterans who use it has been stuck in the middle experts say as many as 20 percent of veterans from iraq and afghanistan suffer from post traumatic stress disorder,0
300122,how many women did frank gifford marry,0,"People Celebrity. Celebrity. Inside Kathie Lee and Frank Gifford's 29-Year Love Story. While the legendary NFL player and sportscaster, who died on Sunday at the age of 84, had many successes in his long career, perhaps the thing he could be most proud of was his long and enduring relationship with his wife of almost 29 years.",0
300122,how many women did frank gifford marry,1,"Mini Bio (1) Frank Gifford was born on August 16, 1930 in Santa Monica, California, USA as Frank Newton Gifford. He is known for his work on NFL Monday Night Football (1970), Super Bowl XXIX (1995) and 1987 Florida Citrus Bowl (1987). He was married to Kathie Lee Gifford, Astrid Gifford and Maxine Avis Ewart.",1
300122,how many women did frank gifford marry,2,"That’s a new one, coming from the effusive Kathie Lee, 43, who married Frank in 1986, after a four-year friendship-courtship that began when the two were working for ABC’s Good Morning America.",0
300122,how many women did frank gifford marry,3,"Hand in hand, Kathie Lee Gifford and her husband Frank Gifford leave a May 1998 rally in Washington, D.C., against child labor. Their activism was sparked by a scandal a year earlier involving her Wal-Mart clothing line.",0
300122,how many women did frank gifford marry,4,"Kathie Lee's Crisis. IN ANECDOTE AFTER ANECDOTE, RECOUNTED TO an audience of millions in a voice of brassy confidence, Kathie Lee Gifford has made life with husband Frank sound so warm, so sexy, so comfy, it’s easy to forget that the star of Live with Regis & Kathie Lee has never said things were perfect.",0
300122,how many women did frank gifford marry,5,"6' 1 (1.85 m) Frank Gifford was born on August 16, 1930 in Santa Monica, California, USA as Frank Newton Gifford. He is known for his work on NFL Monday Night Football (1970), Super Bowl XXIX (1995) and 1987 Florida Citrus Bowl (1987). He was married to Kathie Lee Gifford, Astrid Gifford and Maxine Avis Ewart.",0
300122,how many women did frank gifford marry,6,Christie D'ZurillaContact Reporter. Things weren't always perfect for Kathie Lee Gifford and the late Frank Gifford during the 29 years they were married -- but the couple weathered their scandals pretty darned well. It was the second marriage for Kathie Lee and third for Frank.,0
300122,how many women did frank gifford marry,7,"The famed sportscaster and former NFL player died on Aug. 9 at the age of 84. He will be missed. Frank Gifford, renowned sportscaster and NFL legend, died suddenly on Aug. 9 at his Connecticut home. Frank, who was married to TODAY show co-host Kathie Lee Gifford, 61, was 84 years old. He played for the New York Giants before transitioning into a successful career in sports broadcasting.",0
300122,how many women did frank gifford marry,8,"The couple had two children together. Frank, who had three children from a previous marriage, welcomed two kids with Kathie Lee: son Cody Newton, 25, and Cassidy, 22. When Frank was asked how he would like to be remembered, parenthood was at the top of his mind.",0
300122,how many women did frank gifford marry,9,It looks like Kathie Lee Gifford can finally laugh about her hubby’s cheating ways. The “Today” show co-host mocked Frank Gifford’s infamous philandering Tuesday during a discussion of new claims that he had an affair with Johnny Carson’s wife in the 1970s. Kathie Lee told co-host Hoda Kotb that such a tryst would be right out of the ex-Giant’s playbook.,0
290643,how many ongoing trump administration investigations,0,"The newspaper’s “ongoing, nationwide analysis of state and federal court records” found that “at least 75 of the 4,000-plus lawsuits involving Trump and his businesses” remained open two weeks before Election Day.",0
290643,how many ongoing trump administration investigations,1,"The officials would not disclose many details, including what was discussed on the calls, the identity of the Russian intelligence officials who participated, and how many of Mr. Trump’s advisers were talking to the Russians. It is also unclear whether the conversations had anything to do with Mr. Trump himself.",0
290643,how many ongoing trump administration investigations,2,"The Center for Public Integrity examined a subset of 1,154 egregious …. … billion. Trump and federal contractors In the weeks before Election Day, Donald Trump released a 30-second television message to voters that crystallized his ph …. … and cut taxes on manufacturers.",0
290643,how many ongoing trump administration investigations,3,"The voiceover ended with this promise: “Donald Trump knows business and he’ll fight for the American worker.” Some of Trum …. … , assets and business interests of many of the people closest to President Donald Trump. The Center for Public Integrity’s news developer, Chris Zubak-Skees, ex ….",0
290643,how many ongoing trump administration investigations,4,"Credit Sam Hodgson for The New York Times. 1  WASHINGTON — Phone records and intercepted calls show that members of Donald J. Trump’s 2016 presidential campaign and other Trump associates had repeated contacts with senior Russian intelligence officials in the year before the election, according to four current and former American officials.",0
290643,how many ongoing trump administration investigations,5,Both committees are currently leading the ongoing investigation into the alleged links. There are currently three investigations into Russian interference in the 2016 election and alleged collusion with the Trump campaign.,0
290643,how many ongoing trump administration investigations,6,"Just two weeks before Election Day, at least 75 of the 4,000-plus lawsuits involving Trump and his businesses remain open, according to an ongoing, nationwide analysis of state and federal court records by USA TODAY.",0
290643,how many ongoing trump administration investigations,7,"Director Confirms Russia Investigation. 1  James B. Comey said that the agency is investigating Russian interference in the 2016 presidential election. Regarding President Trump’s tweets about alleged wiretapping by the Obama administration, Mr. Comey said the agency has “no information that supports those tweets.”. By THE ASSOCIATED PRESS.",0
290643,how many ongoing trump administration investigations,8,"The need for an independent investigation. As it stands, all three men in charge of the investigations into the Trump campaign are Republicans, and two of the three are vociferous Trump allies. Burr, the third, also tied himself to Trump during his close 2016 reelection campaign.",0
290643,how many ongoing trump administration investigations,9,"USA Today: “At Least 75 Of The 4,000-Plus Lawsuits Involving Trump And His Businesses Remain Open.” “The number of unresolved cases” regarding Trump and his businesses, campaign, and other organizations is “unprecedented for a presidential candidate,” according to a USA Today special report.",0
197590,guide to how to collect followers on wow,0,"That concludes our how to guide on obtaining three easy to obtain Followers. Be sure and keep watch for our next installment that will detail how to get four more Followers for your Garrison with little to no work! In the meantime, get to work collecting the Followers found above! To read the latest guides, news, and features you can visit our World of Warcraft Game Page.",0
197590,guide to how to collect followers on wow,1,A simple starter guide to Class Order Hall Missions in World of Warcraft: Legion. Class Order Halls are the place to be in World of Warcraft: Legion. Each hall is unique to the class it represents and is not only a place where players will spend much of their time but also a driving force in the story line in this new expansion. One of major features of Class Order Halls are the Missions found there.,0
197590,guide to how to collect followers on wow,2,"Rezlak (Horde) or Sparz Boltwist (Alliance) sells the blueprints at your garrison for 750 gold. Mine is the only exception because you can upgrade it at level 92 for 1000 gold. Once your building is level 2, you can assign a follower to that building if you select it at your architect table. How to get the followers. The Lunarfall Inn / Frostwall Tavern medium building let's you specify one trait of one follower each week. But, you can only choose the traits of your followers if you have a level 2 building, which requires completing Spires of Arak outpost or to be level 98. (the blueprint is sold by the same NPCs I mentioned above) A much easier way to get the followers is from questing.",0
197590,guide to how to collect followers on wow,3,"Each follower has access to up to 3 abilities based on their quality (1 for uncommon, 2 for rare or epic). There are over 80 abilities available, but usually each is desirable based on what mission mob ability they can counter. List of ability counters: [edit this group]",0
197590,guide to how to collect followers on wow,4,"There are a lot of followers to collect in Warlords of Draenor, to make it easier to do so we’ve made guides for each zone as to where you can find them. (Last update: 27 December 2014) Shadowmoon Valley Follower Locations. Frostfire Ridge Follower Locations. Gorgrond Follower Locations. Talador Follower Locations.",0
197590,guide to how to collect followers on wow,5,Simply browse for your screenshot using the form below. 1  In-game screenshots are preferred over model-viewer-generated ones. 2  The higher the quality the better! 3  Be sure to read the tips & tricks if you haven't before.,0
197590,guide to how to collect followers on wow,6,Below you will find three Followers that live up to that very idea. These Followers are so easy to obtain that you'll find yourself wondering if it is to good to be true! Read on to learn more about these Followers and how to obtain them for your very own Garrison: Class/Spec: Assassination Rogue.,0
197590,guide to how to collect followers on wow,7,"Class Order Hall Missions. To start a mission, you must choose one of the quests on the map. Instead of one large mission, you are typically given smaller pieces of one mission. Completing these pieces will allow you to complete the larger mission over time.",0
197590,guide to how to collect followers on wow,8,"This comment is stupid for two reasons, they are as follows: Reason 1: You're just flat out wrong. The followers of Legion wont work the same as the WoD followers. ather than sending them on missions to collect !@#$ for you, you send them on scouting missions for them to find quests/objectives for YOU TO DO. Reason 2: Developing the follower system took way more than 2 hours.",0
197590,guide to how to collect followers on wow,9,"Many followers are available to both factions (), but there are also several followers who are faction-specific. In 0700 Legion, followers are far mor class-specific. Players with Taverns or Inns earn one extra follower each week by speaking to at Garrison building (Horde) or at Lunarfall Inn (Alliance). To get the extra follower, speak to Akjana or Lysa, and select an attribute you want your follower to have.",0
265552,how long is zales layaway,0,"If your monthly payment is not made, the store does reserve the right to cancel the layaway. A refund will be provided to you by the method of payment originally received. If the payment method was cash, a corporate check will be sent to you. The maximum amount of time allowed to pay off a layaway is 10 months.",0
265552,how long is zales layaway,1,"Me and my boyfriend want to get married , we want a store that offer layaway. I know that Robbin brothers does but they don't have a good selection of rings there. i want to know if Jared the galleria of jewelry , or kay , offer layaway. I know that zales doesn't. Follow. 9 answers 9.",0
265552,how long is zales layaway,2,"Diamond Empowerment Fund (D.E.F) was founded in 2007 by leaders in the diamond industry, music mogul/business entrepreneur Russell Simmons, and social justice advocate Dr. Benjamin Chavis, Jr.",0
